Kategori,Spørsmål,Score,Kommentar
Kapning,Hvor godt er verdiskapningen for samfunnet beskrevet?,3,Søknaden gir en grundig beskrivelse av verdiskapningen for samfunnet. Den adresserer både miljømessige og helsemessige fordeler ved å redusere partikkelutslipp og klimagasser. Det er også nevnt potensielle økonomiske besparelser for helsevesenet. Dokumentasjonen fra testrapporter og referanser til anerkjente kilder som SINTEF og EU gir ytterligere troverdighet til de påståtte samfunnseffektene.
Kapning,Hvor godt er miljøgevinsten beskrevet?,3,"Søknaden gir en omfattende og detaljert beskrivelse av miljøgevinsten. Den forklarer hvordan prosjektet vil redusere partikkelutslipp og klimagasser, samt forbedre luftkvaliteten, noe som kan ha betydelige helse- og samfunnseffekter. Det er også referanser til eksterne rapporter og tester som støtter påstandene, noe som styrker troverdigheten."
Kapning,"Hvor godt er gevinster som bærekraft, likestilling og mangfold beskrevet?",2,"Søknaden beskriver gevinster som bærekraft og samfunnseffekter, spesielt med fokus på reduksjon av partikkelutslipp og klimagasser, samt helsefordeler. Imidlertid er det lite konkret informasjon om likestilling og mangfold, noe som trekker ned helhetsvurderingen. For å oppnå en høyere score, bør søknaden inkludere mer detaljerte planer og tiltak for å fremme likestilling og mangfold i prosjektet."
Kapning,"Hvor toverig fremstår markedsbeskrivelsen, i både nasjonal og internasjonal perspektiv?",2,"Markedsbeskrivelsen gir en viss innsikt i både nasjonale og internasjonale perspektiver, med fokus på EU som primærmarked. Det er nevnt konkrete markedsutfordringer og konkurransebilder, men beskrivelsen mangler dybde og spesifikke detaljer om markedsstørrelse, vekstpotensial og konkrete markedsstrategier. Det er også noe uklarhet rundt hvordan de planlegger å penetrere markedet effektivt."
Kapning,Hvor tydelig og realistisk er forretningsmodellen beskrevet?,2,"Forretningsmodellen til Clean Burn Tech AS er delvis tydelig, med en klar beskrivelse av produktets unike egenskaper og målmarkedet i EU. Det er imidlertid noen mangler i detaljer om hvordan selskapet planlegger å generere inntekter, samt en konkret plan for å nå ut til kundene. Det er også noe usikkerhet knyttet til kostnadsstrukturen og hvordan de skal håndtere potensielle utfordringer i markedet. Dette gjør at modellen fremstår som delvis realistisk, men med behov for ytterligere konkretisering."
Kapning,Hvor godt er kundeverdien beskrevet?,3,"Søknaden gir en grundig beskrivelse av kundeverdien ved å tydelig identifisere problemet med partikkelutslipp fra vedfyring og hvordan deres løsning adresserer dette. De beskriver fordelene for både enkeltpersoner og samfunn, inkludert helsegevinster og økonomiske besparelser. Det er også nevnt positive tilbakemeldinger fra relevante interessenter, som Astmaforbundet, som styrker troverdigheten av kundeverdien."
Kapning,Hvor godt er interaksjon med kunder beskrevet som en del av prosjektet?,1,"Søknaden nevner at ideen har blitt presentert for medlemmer av Astmaforbundet med positiv respons, men det er lite konkret informasjon om hvordan interaksjon med kunder vil bli integrert i prosjektet. Det er også nevnt at det er noen markedskontakter i Europa, men detaljene om hvordan kundene vil bli involvert i utvikling og tilpasning av produktet er mangelfulle."
Gjennomføringsevne,"Hvor godt er selskapets nåværende situasjon, målsetting og strategi beskrevet?",2,"Søknaden gir en del informasjon om selskapets nåværende situasjon, målsettinger og strategi, men det er noen mangler i klarhet og struktur. Det er tydelig at selskapet er i en tidlig fase med en nyregistrert virksomhet, og de har en klar visjon om å videreutvikle et patentsøkt verktøy. Imidlertid kunne beskrivelsen vært mer konsis og fokusert på konkrete strategier for å nå de langsiktige målene. Det er også noe forvirring rundt eierskap og organisasjonsstruktur som kunne vært bedre forklart."
Gjennomføringsevne,Hvor tydelig og avgrenset er prosjektet beskrevet?,2,"Prosjektet er beskrevet med en god del detaljer om ideen, målene og de planlagte aktivitetene. Imidlertid er beskrivelsen noe ustrukturert og inneholder mye irrelevant informasjon, noe som gjør det vanskelig å få en klar oversikt over prosjektets avgrensning og fokus. Det kunne vært mer konsist og tydeligere organisert for å gi en bedre forståelse av prosjektets kjerne."
Gjennomføringsevne,Hvor godt er aktivitetene/arbeidspakkene i prosjektet beskrevet?,2,"Aktivitetene i prosjektet er beskrevet med en viss detaljgrad, inkludert mål, utfordringer og kostnadsoverslag for hver aktivitet. Det er imidlertid noen mangler i beskrivelsen av FoU-aktivitetene, og det kunne vært tydeligere hvordan aktivitetene henger sammen for å nå prosjektets overordnede mål. Mer konkretisering av tidslinjer og milepæler ville styrket beskrivelsen ytterligere."
Gjennomføringsevne,Hvor godt er roller og ansvar beskrevet?,2,"Søknaden gir en oversikt over teammedlemmene og deres kompetanse, men mangler en detaljert beskrivelse av spesifikke roller og ansvar i prosjektet. Det er uklart hvordan de ulike medlemmene vil bidra til prosjektets gjennomføring utover deres generelle kompetanseområder. En mer strukturert fordeling av roller og ansvar ville styrket søknaden."
Gjennomføringsevne,For FoU-prosjekter: hvor godt er håndteringen av disse beskrevet?,1,"Søknaden beskriver håndteringen av FoU-prosjektet med noen detaljer, men mangler en tydelig struktur og spesifikke beskrivelser av hvordan FoU-aktiviteter vil bli gjennomført. Det er nevnt at det er en FoU-aktivitet, men det er ikke forklart hvorfor det kvalifiserer som en FoU-aktivitet. Det er også mangelfull informasjon om hvordan de vil håndtere utfordringer knyttet til FoU-prosessen. Forbedring er nødvendig for å gi en mer omfattende og klar forståelse av håndteringen av FoU-prosjektet."
Gjennomføringsevne,Hvor godt er teamets og selskapets erfaring og kompetanse beskrevet?,2,"Teamets og selskapets erfaring og kompetanse er delvis beskrevet. Søknaden nevner spesifikke medlemmer av teamet og deres kompetanseområder, som prosjektledelse, konstruksjon, digitalisering, og forbrenningsteknikk. Det er også nevnt samarbeid med eksterne eksperter og institusjoner. Imidlertid kunne beskrivelsen vært mer detaljert med hensyn til tidligere erfaringer og konkrete resultater fra teammedlemmene for å gi et tydeligere bilde av deres samlede kompetanse."
Gjennomføringsevne,"Hvis dere har partnere eller kunder som er en del av prosjektet, hvor godt beskrevet er disse inkludert bidrag under og etter prosjektet?",1,"Søknaden nevner flere partnere som er involvert i prosjektet, men beskrivelsen av deres spesifikke bidrag under og etter prosjektet er mangelfull. Det er uklart hvordan partnerne vil bidra til prosjektets suksess og hva deres roller vil være i fremtiden. Forbedret detaljering av partnernes engasjement og ansvar ville styrket søknaden."
Gjennomføringsevne,Hvor gode forutsetninger har selskapet for å kunne realisere 'go-to-market'-planer? f.eks. etablering av kanaler til markedet?,1,"Clean Burn Tech AS er et nyregistrert selskap uten salgsinntekter og med begrenset erfaring i markedet. Selv om de har etablert noen kontakter i EU og har en plan for å tiltrekke investorer, mangler de en klar og konkret strategi for etablering av markeds- og distribusjonskanaler. Det er også usikkerhet knyttet til deres evne til å realisere 'go-to-market'-planene effektivt."
Gjennomføringsevne,"Hvis dere har leverandører, hvor godt er disse og deres fortinn beskrevet?",0,"Søknaden gir ingen konkret informasjon om leverandørene eller deres fortrinn. Det er nevnt at relasjonene til leverandører må prioriteres, men det mangler en beskrivelse av hvem leverandørene er, hva de leverer, og hvilke fordeler de gir til prosjektet. Dette gjør det vanskelig å vurdere kvaliteten på leverandørkjeden."
Gjennomføringsevne,Hvor godt er finansieringsplanen under og etter prosjektet beskrevet i tekst og vedlegg? Er dere tydelig likviditet i perioden?,1,"Finansieringsplanen er delvis beskrevet, men mangler detaljer om likviditet i prosjektperioden. Det er uklart hvordan finansieringen skal håndteres utover de oppgitte beløpene, og det er ikke tilstrekkelig informasjon om hvordan likviditetsbehovet skal dekkes. Det er også usikkerhet knyttet til eksterne investeringer som er ""på vent"". Det er positivt at det er egne midler tilgjengelig, men planen fremstår som noe ufullstendig."
Gjennomføringsevne,Hvor godt kommer det frem at selskapet har spesifikke fordeler som gjør selskapet spesielt egnet til å forvalte investeringen?,1,"Søknaden gir en viss innsikt i selskapets spesifikke fordeler, som teknisk kompetanse og et patentsøkt produkt. Imidlertid er det lite konkret informasjon om hva som gjør selskapet spesielt egnet til å forvalte investeringen, utover at de har et sterkt team og eksisterende markedsinteresser. Det er behov for mer detaljert informasjon om selskapets unike posisjon og konkurransefortrinn."
Statsstøtte-effekt av støtte fra Innovasjon Norge,Hvor godt kommer det frem at dere er avhengig av støtte/lån for å realisere/akselerere prosjektet?,1,Søknaden nevner at selskapet har midler til å dekke egenandelen i prosjektet og at de har avsatt midler tilgjengelig. Det er imidlertid ikke tydelig forklart hvorfor støtte/lån fra Innovasjon Norge er avgjørende for å realisere eller akselerere prosjektet. Det er behov for en klarere begrunnelse for hvorfor ekstern finansiering er nødvendig utover de eksisterende midlene.
Statsstøtte-effekt av støtte fra Innovasjon Norge,Hvor godt er teknisk risiko beskrevet i søknaden?,1,"Søknaden nevner tekniske utfordringer som kan oppstå, som digitalisering og temperaturproblemer, men gir lite konkret informasjon om hvordan disse risikoene skal håndteres. Beskrivelsen av teknisk risiko er overfladisk og mangler en detaljert risikovurdering og plan for risikohåndtering."
Statsstøtte-effekt av støtte fra Innovasjon Norge,Hvor godt er markeds-/kommersiell risiko beskrevet i søknaden?,1,"Søknaden gir en viss innsikt i markeds-/kommersiell risiko ved å nevne utfordringer som holdningsproblemer internasjonalt og tekniske utfordringer med eksisterende løsninger. Imidlertid mangler det en grundig analyse av markedets mottakelighet, konkurransesituasjonen, og hvordan de planlegger å håndtere disse risikoene. Det er behov for en mer detaljert vurdering av kommersielle risikoer og strategier for å redusere dem."
Statsstøtte-effekt av støtte fra Innovasjon Norge,Hvor godt er klimarisiko (negativ effekt av prosjekt-antagelser og klimaendringer) beskrevet?,0,"Søknaden mangler en beskrivelse av klimarisiko, både når det gjelder negative effekter av prosjektets antagelser og hvordan klimaendringer kan påvirke prosjektet. Det er ingen vurdering av potensielle klimarelaterte utfordringer eller risikoer som kan påvirke prosjektets gjennomføring eller suksess."
Statsstøtte-effekt av støtte fra Innovasjon Norge,"Totalt sett, er risikoen i prosjektet stor nok til at det aktuelt for en bank eller investor å investere i prosjektet uten statsstøtte?",2,"Prosjektet innebærer en viss risiko som kan gjøre det utfordrende for banker eller investorer å gå inn uten statsstøtte. Selskapet er nyregistrert og har ingen salgsinntekter ennå, og det er fortsatt usikkerhet knyttet til videreutvikling og kommersialisering av teknologien. Imidlertid er det allerede interesse fra potensielle investorer, og prosjektet har en klar miljømessig og samfunnsmessig nytteverdi som kan tiltrekke seg støtte."
Statsstøtte-effekt av støtte fra Innovasjon Norge,Hvor godt beskrevet er scenarioene med og uten støtte fra Innovasjon Norge for selskapet?,1,"Søknaden gir en viss innsikt i hva selskapet planlegger å gjøre med støtte fra Innovasjon Norge, men den mangler en klar beskrivelse av scenarioet uten støtte. Det er uklart hvordan selskapet vil håndtere prosjektet og finansieringen dersom de ikke mottar støtte, noe som gjør det vanskelig å vurdere konsekvensene av manglende finansiering. En mer detaljert sammenligning av scenarioene med og uten støtte ville vært nyttig."
Statsstøtte-effekt av støtte fra Innovasjon Norge,"Hvor godt er et potensielle investorer beskrevet, helst navngitt, gitt støtte fra Innovasjon Norge? Beskrevet i tekst eller vedlegg?",1,"Søknaden nevner at det har vært noen innledende kontakter med potensielle investorer, men ingen spesifikke investorer er navngitt eller beskrevet i detalj. Det er også nevnt at eksterne investorer vil bli invitert etter at selskapet har etablert seg i markedet. Dette gir en viss indikasjon på interesse, men mangler konkret informasjon og navngitte investorer."
Statsstøtte-effekt av støtte fra Innovasjon Norge,"Hvor godt kommer det frem at dere har kunder som vil kjøpe, gitt gjennomføring av prosjekt (LOI eller tilsvarende)?",1,"Søknaden nevner noen innledende kontakter og interesse fra potensielle kunder, men det mangler konkrete bevis som LOI (Letter of Intent) eller tilsvarende forpliktelser fra kunder som vil kjøpe produktet etter prosjektets gjennomføring. Det er også nevnt positiv respons fra medlemmer av Astmaforbundet, men dette er ikke tilstrekkelig dokumentasjon på betalingsvillighet."
Statsstøtte-effekt av støtte fra Innovasjon Norge,"Hvor godt er markedssituasjonen beskrevet, og hvordan støtte fra IN kan posisjonere dere?",1,"Markedssituasjonen er beskrevet med fokus på de miljømessige utfordringene som produktet adresserer, men det mangler en grundig analyse av det kommersielle markedet, inkludert spesifikke målgrupper og konkurrenter. Det er også uklart hvordan støtte fra Innovasjon Norge konkret vil bidra til å posisjonere selskapet i markedet. Det er nevnt noen kontakter og potensielle investorer, men uten detaljert planlegging eller strategier for markedsinngang og vekst."
Gjennomføring og detaljer,Svarer søknaden på alle krav som etterspørres i IN sin søknadsportal?,2,"Søknaden inneholder mye relevant informasjon og dekker mange av kravene som Innovasjon Norge etterspør. Den gir en detaljert prosjektbeskrivelse, informasjon om teamet, og en grundig gjennomgang av prosjektets mål og forventede effekter. Det er imidlertid noen mangler, som for eksempel ufullstendige felt i FoU-aktivitetsbeskrivelsene og manglende detaljer i enkelte kostnadsoverslag. Dette trekker noe ned på helhetsinntrykket av hvor godt søknaden svarer på alle kravene."
Gjennomføring og detaljer,"Er språket korrekturlest, både med tanke på tegnsetting og rettskrivning? (Nei = 0, Ja =3)",0,"Søknaden inneholder mange skrivefeil, inkonsekvent bruk av store og små bokstaver, feilplassert tegnsetting og manglende mellomrom. Dette indikerer at språket ikke er korrekturlest."
Gjennomføring og detaljer,Hvor overbevisende/tillitsvekkende er språket i søknaden?,1,"Språket i søknaden er preget av mange skrivefeil, inkonsekvent bruk av store bokstaver, og en del ufullstendige setninger. Dette gir et uprofesjonelt inntrykk og kan svekke tilliten til prosjektet. Det er viktig å presentere informasjonen på en klar og strukturert måte for å fremstå mer overbevisende."
Gjennomføring og detaljer,I hvor stor grad er språket kort og konsist?,1,"Søknaden inneholder mye irrelevant informasjon og gjentakelser, noe som gjør den unødvendig lang og uklar. Språket er ikke konsist, og det er flere steder hvor teksten kunne vært strammet inn for å bedre lesbarheten."
Gjennomføring og detaljer,I hvor stor grad er 'buzzwords' unngått?,3,"Søknaden unngår i stor grad bruk av ""buzzwords"" og fokuserer på konkrete beskrivelser av prosjektet, teknologien og målene. Språket er klart og presist, noe som gjør det enkelt å forstå prosjektets essens uten å bli distrahert av overfladiske eller trendy uttrykk."
Gjennomføring og detaljer,I hvor stor grad har det blitt benyttet kildehenvisninger for dataunderlag og argumenter?,2,"Søknaden inneholder noen kildehenvisninger, som referanser til EU's miljøkontor, SINTEF, og et polsk universitet. Det er imidlertid rom for forbedring i å systematisk referere til alle relevante data og argumenter som presenteres, for å styrke troverdigheten ytterligere."
Gjennomføring og detaljer,"Er timesatser for de forskjellige personalkategoriene innenfor grensene til IN (Nei = 0, Ja =3)",0,"Søknaden mangler spesifikke detaljer om timesatser for de forskjellige personalkategoriene, noe som gjør det umulig å vurdere om de er innenfor grensene til Innovasjon Norge."
Gjennomføring og detaljer,"Er maksimal støttegrad for de forskjellige aktivitetene tilpasset deres bedrift? (Nei = 0, Ja =3)",2,"Søknaden viser at Clean Burn Tech AS har tilpasset maksimal støttegrad til deres behov, med en klar finansieringsplan og egenkapital for å dekke prosjektet. Imidlertid mangler det detaljer om hvordan støttegraden er spesifikt tilpasset de forskjellige aktivitetene, noe som gjør vurderingen noe uklar."
Gjennomføring og detaljer,"Hvis det søkes om lån, hvor godt er sikkerheten for lånet beskrevet og dokumentert?",0,"Søknaden nevner ikke noe om sikkerhet for lånet, og det er heller ikke søkt om lån i søknaden. Det er derfor ingen beskrivelse eller dokumentasjon av sikkerhet for lånet."
Gjennomføring og detaljer,Er alle tall dobbeltsjekket opp mot prosjektoppsettet deres?,2,"Søknaden gir en detaljert oversikt over kostnader og finansieringsplan, men det er uklart om alle tall er dobbeltsjekket mot prosjektoppsettet. Det er noen mangler i kostnadsoverslagene, spesielt i delen om utvikling av digitalisering, hvor kostnadene ikke er spesifisert. Dette kan tyde på at ikke alle tall er grundig gjennomgått. En mer omfattende gjennomgang og konsistenssjekk av alle økonomiske aspekter ville styrket søknaden."
Krav fra IN,Krav fra IN: Siste års regnskap,2,"Søknaden inkluderer regnskap fra morselskapet Pipe Eksperten AS, men ikke fra Clean Burn Tech AS, som er nyregistrert og ikke har egne salgsinntekter ennå. Dette gir en viss innsikt i den økonomiske situasjonen, men mangelen på et eget regnskap for Clean Burn Tech AS gjør det vanskelig å fullt ut vurdere selskapets økonomiske bæreevne. Det er positivt at det er midler tilgjengelig for å dekke egenandelen i prosjektet."
Krav fra IN,"Krav fra IN: Perioderegnskab, ikke eldre enn 3 mnd",2,"Søknaden inneholder perioderegnskap fra mai 2023, som er innenfor tre måneders kravet fra Innovasjon Norge. Det er imidlertid viktig å merke seg at regnskapet gjelder morselskapet Pipe Eksperten AS, ikke Clean Burn Tech AS direkte. Dette kan være en svakhet, da det ikke gir et fullstendig bilde av den økonomiske situasjonen til det nyregistrerte selskapet. Det er positivt at det er midler tilgjengelig for å dekke egenandelen, men det ville vært bedre om regnskapet for Clean Burn Tech AS også var inkludert."
Krav fra IN,Krav fra IN: Driftsbudsjett for bedriftens virksomhet de neste 3 årene,0,"Søknaden mangler et konkret driftsbudsjett for de neste tre årene, som er et krav fra Innovasjon Norge. Det er ingen detaljerte økonomiske prognoser eller spesifikasjoner på forventede inntekter og utgifter, noe som gjør det umulig å vurdere den økonomiske levedyktigheten til prosjektet."
Krav fra IN,Krav fra IN: Eventuelle budsjetter/lønnsomhetsberegninger,2,"Søknaden inneholder en finansieringsplan med spesifikke kostnader og en del detaljer om prosjektets økonomi, inkludert egenkapital og eksterne finansieringskilder. Det er imidlertid noe usikkerhet knyttet til kostnadsestimatene for videre prototyputvikling og testing. Det kunne vært fordelaktig med mer detaljerte budsjetter og lønnsomhetsberegninger for å gi en klarere forståelse av prosjektets økonomiske bærekraft."
Krav fra IN,Selskapsrepresentasjon,2,"Søknaden gir en grei oversikt over selskapets struktur og nøkkelpersoner, men det er noen uklarheter rundt selskapsrepresentasjonen. Clean Burn Tech AS er et nyregistrert selskap uten salgsinntekter, og det er uklart hvor mye av den tidligere erfaringen fra Pipe Eksperten AS som er overført til det nye selskapet. Det er positivt at de har et team med relevant kompetanse og at de planlegger å invitere eksterne investorer, men mangelen på etiske retningslinjer og en klar strategi for ansvarlig næringsliv trekker noe ned."
Krav fra IN,Prosjektpresentasjon,2,"Prosjektpresentasjonen gir en god oversikt over Clean Burn Tech AS og deres innovative løsning for å redusere partikkelutslipp fra vedfyring. Søknaden beskriver tydelig problemet de adresserer, løsningen de tilbyr, og de langsiktige målene for prosjektet. Det er også positivt at de har gjennomført tester og har dokumentasjon som støtter deres påstander. Imidlertid kunne presentasjonen vært mer strukturert og konsis, og det er enkelte steder hvor informasjonen er noe uoversiktlig. Dette gjør det litt utfordrende å få en helhetlig forståelse av prosjektets fremdrift og økonomi."
Krav fra IN,Organisasjonskart inkludert CV på nøkkelpersoner i prosjektet,1,"Søknaden inneholder ikke et organisasjonskart, men den gir en viss oversikt over nøkkelpersoner og deres roller i prosjektet. Det er imidlertid mangelfull informasjon om CV-er for nøkkelpersonene, noe som gjør det vanskelig å vurdere deres kvalifikasjoner fullt ut. Forbedring er nødvendig for å gi en mer komplett oversikt over organisasjonsstrukturen og kompetansen i teamet."
Krav fra IN,"Kundeavtaler, Letter of Intent (LOI), eller annet som understreker markedsbehovet",1,"Søknaden nevner innledende kontakter og interesse fra potensielle investorer, samt positiv respons fra medlemmer av Astmaforbundet. Imidlertid mangler det konkrete kundeavtaler eller Letters of Intent (LOI) som tydelig understreker markedsbehovet. Dette gjør at dokumentasjonen på markedsbehovet fremstår som svak."
Krav fra IN,"Termsheet, Intensjonsbrev eller lignende som dokumenterer at dere har investor som vil investere gitt støtte fra IN.",0,"Søknaden mangler dokumentasjon som termsheet, intensjonsbrev eller lignende som viser at det finnes en investor som vil investere gitt støtte fra Innovasjon Norge. Det er kun nevnt at det har vært innledende kontakter med potensielle investorer, men ingen konkret dokumentasjon er vedlagt."
Krav fra IN,"For vedlegg utarbeidet i Excel-format, er disse sendt i originalformatet?",0,"Søknaden nevner ikke spesifikt om vedlegg utarbeidet i Excel-format er sendt i originalformatet. Det er ingen informasjon som bekrefter at Excel-dokumenter er sendt som Excel-filer, noe som er nødvendig for å oppnå poeng på dette spørsmålet."
