Kategori,Spørsmål,Score,Kommentar
Statsstøtte-effekt av støtte fra Innovasjon Norge,Hvor godt er klimarisiko (negativ effekt av prosjekt-antagelser og klimaendringer) beskrevet?,0,Søknaden inneholder ingen informasjon om klimarisiko eller hvordan prosjektet kan påvirkes av klimaendringer. Det er ingen vurdering av potensielle negative effekter av prosjektet på klimaet eller hvordan klimarisiko kan håndteres. Dette aspektet er ikke adressert i det hele tatt.
Statsstøtte-effekt av støtte fra Innovasjon Norge,"Totalt sett, er risikoen i prosjektet stor nok til at det aktuelt for en bank eller investor å investere i prosjektet uten statsstøtte?",2,"Prosjektet har en viss risiko som kan tiltrekke seg investorer, men det er fortsatt i en tidlig fase med behov for ytterligere utvikling og testing. Det er allerede en investor involvert, noe som indikerer interesse, men det er usikkert om en bank eller større investorer ville investere uten statsstøtte på dette tidspunktet."
Statsstøtte-effekt av støtte fra Innovasjon Norge,Hvor godt beskrevet er scenarioene med og uten støtte fra Innovasjon Norge for selskapet?,1,"Søknaden gir en viss innsikt i scenarioet med støtte fra Innovasjon Norge, ved å beskrive hvordan midlene vil bli brukt til utvikling, patentering og produksjonsforberedelser. Imidlertid mangler det en klar beskrivelse av hva som vil skje uten støtten, og hvordan dette vil påvirke selskapets fremdrift og måloppnåelse. En mer detaljert sammenligning av scenarioene med og uten støtte ville styrket søknaden."
Statsstøtte-effekt av støtte fra Innovasjon Norge,"Hvor godt er et potensielle investorer beskrevet, helst navngitt, gitt støtte fra Innovasjon Norge? Beskrevet i tekst eller vedlegg?",2,"Søknaden nevner en investor med erfaring fra VVS-bransjen som har investert i prosjektet, samt interesse fra Castor AS og VIX AS for mulig distribusjon. Det er imidlertid ikke navngitte investorer utover dette, og det er begrenset informasjon om konkrete avtaler eller forpliktelser fra disse interessentene. Dette gir en viss troverdighet, men mangler detaljert informasjon om potensielle investorer."
Statsstøtte-effekt av støtte fra Innovasjon Norge,"Hvor godt kommer det frem at dere har kunder som vil kjøpe, gitt gjennomføring av prosjekt (LOI eller tilsvarende)?",1,"Søknaden nevner interesse fra Castor AS og VIX AS, men det er ingen konkrete LOI-er eller intensjonsavtaler som dokumenterer betalingsvillige kunder. Det er indikasjoner på interesse, men ikke tilstrekkelig dokumentasjon på markedsaksept."
Statsstøtte-effekt av støtte fra Innovasjon Norge,"Hvor godt er markedssituasjonen beskrevet, og hvordan støtte fra IN kan posisjonere dere?",2,"Søknaden gir en god beskrivelse av markedssituasjonen ved å identifisere målgruppen og eksisterende utfordringer i bransjen. Det er tydelig at produktet har et potensial i markedet, spesielt med tanke på effektivisering og sikkerhet. Imidlertid kunne søknaden vært styrket med mer konkret informasjon om hvordan støtte fra Innovasjon Norge spesifikt vil bidra til å posisjonere produktet i markedet, utover generell økonomisk støtte."
Gjennomføring og detaljer,Svarer søknaden på alle krav som etterspørres i IN sin søknadsportal?,2,"Søknaden svarer på de fleste kravene som etterspørres i Innovasjon Norges søknadsportal. Den gir en grundig beskrivelse av prosjektet, forretningsidéen, og teamet, samt detaljerte planer for fremdrift og aktiviteter. Imidlertid mangler det noen detaljer, som for eksempel spesifikke tall for omsetning og balanse, og det er ikke klart om alle nødvendige vedlegg er lastet opp. Dette gir rom for forbedring for å oppnå full score."
Gjennomføring og detaljer,"Er språket korrekturlest, både med tanke på tegnsetting og rettskrivning? (Nei = 0, Ja =3)",1,"Søknaden inneholder flere skrivefeil og inkonsekvent bruk av mellomrom, for eksempel ""oppstartbedrifter ."" og ""V ennligst legg url i feltet under ."". Det er også feil i tegnsetting, som manglende mellomrom etter komma og feil bruk av store bokstaver. Dette tyder på at teksten ikke er grundig korrekturlest."
Gjennomføring og detaljer,Hvor overbevisende/tillitsvekkende er språket i søknaden?,2,"Språket i søknaden er generelt klart og strukturert, men det er noen mindre grammatiske feil og inkonsekvenser som kan redusere tillitsvekking. Detaljene om prosjektet og bedriften er godt presentert, men det kunne vært en mer profesjonell tone i enkelte deler for å styrke overbevisningen ytterligere."
Gjennomføring og detaljer,I hvor stor grad er språket kort og konsist?,2,"Språket i søknaden er generelt klart og konsist, men det er noen steder hvor det kunne vært mer direkte og mindre repetitivt. Enkelte avsnitt inneholder unødvendig detaljer som kan forenkles for å forbedre lesbarheten."
Gjennomføring og detaljer,I hvor stor grad er 'buzzwords' unngått?,2,"Søknaden unngår i stor grad bruk av ""buzzwords"" og fokuserer på konkrete beskrivelser av produktet og prosjektet. Det er noen få tilfeller hvor ord som ""innovativt"" og ""nyskapende"" brukes, men disse er i kontekster som er relevante for prosjektets natur. Generelt er språket klart og faktabasert."
Gjennomføring og detaljer,I hvor stor grad har det blitt benyttet kildehenvisninger for dataunderlag og argumenter?,0,Søknaden inneholder ingen kildehenvisninger for dataunderlag eller argumenter. Det er ingen referanser til eksterne kilder som støtter opp om påstandene eller dataene som presenteres i søknaden.
Gjennomføring og detaljer,"Er timesatser for de forskjellige personalkategoriene innenfor grensene til IN (Nei = 0, Ja =3)",0,"Søknaden inneholder ingen informasjon om timesatser for de forskjellige personalkategoriene, og det er heller ikke oppgitt noen personalkostnader i kostnadsoversikten. Dette gjør det umulig å vurdere om timesatsene er innenfor Innovasjon Norges grenser."
Gjennomføring og detaljer,"Er maksimal støttegrad for de forskjellige aktivitetene tilpasset deres bedrift? (Nei = 0, Ja =3)",2,"Søknaden viser at bedriften har vurdert maksimal støttegrad og tilpasset den til sine aktiviteter, men det er ikke tilstrekkelig dokumentasjon på at alle muligheter for støtte er fullt ut utnyttet. Det er også noe usikkerhet rundt finansieringsplanen og bedriftens egne midler. Det kunne vært tydeligere hvordan maksimal støttegrad er optimalisert i forhold til bedriftens behov og prosjektets omfang."
Gjennomføring og detaljer,"Hvis det søkes om lån, hvor godt er sikkerheten for lånet beskrevet og dokumentert?",0,"Søknaden inneholder ingen informasjon om sikkerheten for lånet. Det er ingen detaljer om eventuelle sikkerheter, garantier eller pant som kan stilles for lånet, noe som er essensielt for å vurdere lånesøknaden."
Gjennomføring og detaljer,Er alle tall dobbeltsjekket opp mot prosjektoppsettet deres?,2,"Søknaden gir en detaljert oversikt over prosjektets kostnader og aktiviteter, men det er ikke tydelig om alle tall er dobbeltsjekket opp mot prosjektoppsettet. Det er noen estimater og manglende spesifikasjoner, spesielt i forhold til personalkostnader og detaljer rundt finansieringsplanen. En mer grundig gjennomgang og verifisering av tallene ville styrket søknaden."
Krav fra IN,Krav fra IN: Siste års regnskap,0,"Søknaden mangler siste års regnskap, noe som er et krav fra Innovasjon Norge. Dette er en vesentlig mangel for å kunne vurdere bedriftens økonomiske situasjon og evne til å gjennomføre prosjektet."
Krav fra IN,"Krav fra IN: Perioderegnskab, ikke eldre enn 3 mnd",0,"Søknaden mangler perioderegnskap som ikke er eldre enn 3 måneder, noe som er et krav fra Innovasjon Norge. Dette er en kritisk mangel som må rettes opp for å oppfylle søknadskriteriene."
Krav fra IN,Krav fra IN: Driftsbudsjett for bedriftens virksomhet de neste 3 årene,0,"Søknaden inneholder ikke et driftsbudsjett for bedriftens virksomhet de neste 3 årene, noe som er et krav fra Innovasjon Norge. Uten denne informasjonen kan ikke søknaden vurderes i henhold til dette kriteriet."
Krav fra IN,Krav fra IN: Eventuelle budsjetter/lønnsomhetsberegninger,1,"Søknaden mangler detaljerte budsjetter og lønnsomhetsberegninger. Selv om det er oppgitt kostnader for spesifikke aktiviteter, er det ingen informasjon om forventede inntekter, marginer eller en helhetlig økonomisk plan som viser prosjektets lønnsomhet. Det er også uklart hvordan de resterende finansieringsbehovene skal dekkes."
Krav fra IN,Selskapsrepresentasjon,2,"Søknaden gir en grei oversikt over selskapets representasjon, med klare beskrivelser av selskapets formål, målgruppe og markedspotensial. Det er imidlertid noen mangler i detaljene rundt selskapets nåværende drift og økonomiske status, som kunne vært bedre utdypet for å gi en fullstendig forståelse av selskapets posisjon og kapasitet."
Krav fra IN,Prosjektpresentasjon,3,"Søknaden gir en grundig og velstrukturert presentasjon av prosjektet. Den beskriver klart hva produktet er, hvilket problem det løser, og hvordan det skiller seg fra eksisterende løsninger. Det er tydelig at det er gjort betydelig forarbeid med markedsundersøkelser, prototypetesting, og samarbeid med relevante partnere. Prosjektet viser også et klart potensial for markedsaksept og vekst."
Krav fra IN,Organisasjonskart inkludert CV på nøkkelpersoner i prosjektet,1,"Søknaden mangler et organisasjonskart og CV-er for nøkkelpersoner i prosjektet. Det er kun oppgitt informasjon om Kim Mosen, som har relevant erfaring, men det er uklart hvem andre som er involvert i prosjektet og deres kompetanse. Dette gjør det vanskelig å vurdere teamets samlede gjennomføringsevne."
Krav fra IN,"Kundeavtaler, Letter of Intent (LOI), eller annet som understreker markedsbehovet",1,"Søknaden mangler konkrete kundeavtaler eller Letters of Intent (LOI) som kan understreke markedsbehovet. Det nevnes interesse fra potensielle distributører og en investor fra VVS-bransjen, men det er ikke dokumentert noen formelle forpliktelser eller avtaler som viser betalingsvillighet fra kunder. Dette gjør at markedsaksepten fremstår som svak."
Krav fra IN,"Termsheet, Intensjonsbrev eller lignende som dokumenterer at dere har investor som vil investere gitt støtte fra IN.",1,"Søknaden nevner en investor, LH HOLDING AS, som ønsker å investere 250 000 NOK, men det er uklart om dette er betinget av støtte fra Innovasjon Norge. Det er heller ikke vedlagt et tydelig intensjonsbrev eller termsheet som dokumenterer investorens forpliktelse under forutsetning av Innovasjon Norges støtte. Dette svekker dokumentasjonen av markedsaksept og investeringsvilje."
Krav fra IN,"For vedlegg utarbeidet i Excel-format, er disse sendt i originalformatet?",2,Søknaden nevner ikke spesifikt om vedlegg i Excel-format er sendt i originalformatet. Det er viktig å sikre at alle relevante dokumenter er sendt i riktig format for å unngå misforståelser eller tekniske problemer.
